,full_name,party,number,chamber,DOB,first_name,method,proportion_male,proportion_female,predicted_gender
16532,"JEFFORDS, James Merrill",Republican,100,house,1934.0,James,ssa,0.9952,0.0048,M
16533,"OBERSTAR, James Louis",Democrat,100,house,1934.0,James,ssa,0.9952,0.0048,M
16534,"INHOFE, James Mountain",Republican,101,house,1934.0,James,ssa,0.9952,0.0048,M
16535,"OBERSTAR, James Louis",Democrat,101,house,1934.0,James,ssa,0.9952,0.0048,M
16536,"JENRETTE, John Wilson, Jr.",Democrat,94,house,1936.0,John,ssa,0.9958,0.0042,M
16537,"JENRETTE, John Wilson, Jr.",Democrat,95,house,1936.0,John,ssa,0.9958,0.0042,M
16538,"JENRETTE, John Wilson, Jr.",Democrat,96,house,1936.0,John,ssa,0.9958,0.0042,M
16539,"McCAIN, John Sidney, III",Republican,98,house,1936.0,John,ssa,0.9958,0.0042,M
16540,"McCAIN, John Sidney, III",Republican,99,house,1936.0,John,ssa,0.9958,0.0042,M
16541,"KASTEN, Robert Walter, Jr.",Republican,94,house,1942.0,Robert,ssa,0.997,0.003,M
16542,"KASTEN, Robert Walter, Jr.",Republican,95,house,1942.0,Robert,ssa,0.997,0.003,M
16543,"WALKER, Robert Smith",Republican,95,house,1942.0,Robert,ssa,0.997,0.003,M
16544,"WALKER, Robert Smith",Republican,96,house,1942.0,Robert,ssa,0.997,0.003,M
16545,"WALKER, Robert Smith",Republican,97,house,1942.0,Robert,ssa,0.997,0.003,M
16546,"WALKER, Robert Smith",Republican,98,house,1942.0,Robert,ssa,0.997,0.003,M
16547,"WALKER, Robert Smith",Republican,99,house,1942.0,Robert,ssa,0.997,0.003,M
16548,"WALKER, Robert Smith",Republican,100,house,1942.0,Robert,ssa,0.997,0.003,M
16549,"WALKER, Robert Smith",Republican,101,house,1942.0,Robert,ssa,0.997,0.003,M
16550,"KELLY, Richard",Republican,94,house,1924.0,Richard,ipums,0.9961,0.0039,M
16551,"KELLY, Richard",Republican,95,house,1924.0,Richard,ipums,0.9961,0.0039,M
16552,"KELLY, Richard",Republican,96,house,1924.0,Richard,ipums,0.9961,0.0039,M
16553,"KEYS, Martha Elizabeth",Democrat,94,house,1930.0,Martha,ssa,0.0046,0.9954,F
16554,"KEYS, Martha Elizabeth",Democrat,95,house,1930.0,Martha,ssa,0.0046,0.9954,F
16555,"KRUEGER, Robert Charles",Democrat,94,house,1935.0,Robert,ssa,0.996,0.004,M
16556,"KRUEGER, Robert Charles",Democrat,95,house,1935.0,Robert,ssa,0.996,0.004,M
16557,"LaFALCE, John Joseph",Democrat,94,house,1939.0,John,ssa,0.9955,0.0045,M
16558,"LaFALCE, John Joseph",Democrat,95,house,1939.0,John,ssa,0.9955,0.0045,M
16559,"LaFALCE, John Joseph",Democrat,96,house,1939.0,John,ssa,0.9955,0.0045,M
16560,"LaFALCE, John Joseph",Democrat,97,house,1939.0,John,ssa,0.9955,0.0045,M
16561,"LaFALCE, John Joseph",Democrat,98,house,1939.0,John,ssa,0.9955,0.0045,M
16562,"LaFALCE, John Joseph",Democrat,99,house,1939.0,John,ssa,0.9955,0.0045,M
16563,"LaFALCE, John Joseph",Democrat,100,house,1939.0,John,ssa,0.9955,0.0045,M
16564,"LaFALCE, John Joseph",Democrat,101,house,1939.0,John,ssa,0.9955,0.0045,M
16565,"LEVITAS, Elliott Harris",Democrat,94,house,1930.0,Elliott,ssa,1.0,0.0,M
16566,"LEVITAS, Elliott Harris",Democrat,95,house,1930.0,Elliott,ssa,1.0,0.0,M
16567,"LEVITAS, Elliott Harris",Democrat,96,house,1930.0,Elliott,ssa,1.0,0.0,M
16568,"LEVITAS, Elliott Harris",Democrat,97,house,1930.0,Elliott,ssa,1.0,0.0,M
16569,"LEVITAS, Elliott Harris",Democrat,98,house,1930.0,Elliott,ssa,1.0,0.0,M
16570,"LLOYD, Marilyn Laird",Democrat,94,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16571,"LLOYD, Marilyn Laird",Democrat,95,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16572,"LLOYD, Marilyn Laird",Democrat,96,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16573,"LLOYD, Marilyn Laird",Democrat,97,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16574,"LLOYD, Marilyn Laird",Democrat,98,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16575,"LLOYD, Marilyn Laird",Democrat,99,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16576,"LLOYD, Marilyn Laird",Democrat,100,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16577,"LLOYD, Marilyn Laird",Democrat,101,house,1929.0,Marilyn,ipums,0.0056,0.9944,F
16578,"LUNDINE, Stanley Nelson",Democrat,94,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16579,"LUNDINE, Stanley Nelson",Democrat,95,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16580,"LUNDINE, Stanley Nelson",Democrat,96,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16581,"LUNDINE, Stanley Nelson",Democrat,97,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16582,"LUNDINE, Stanley Nelson",Democrat,98,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16583,"LUNDINE, Stanley Nelson",Democrat,99,house,1939.0,Stanley,ssa,0.9969,0.0031,M
16584,"MAGUIRE, Gene Andrew",Democrat,94,house,1939.0,Gene,ssa,0.9768,0.0232,M
16585,"MAGUIRE, Gene Andrew",Democrat,95,house,1939.0,Gene,ssa,0.9768,0.0232,M
16586,"MAGUIRE, Gene Andrew",Democrat,96,house,1939.0,Gene,ssa,0.9768,0.0232,M
16587,"MARKEY, Edward John",Democrat,94,house,1946.0,Edward,ssa,0.9971,0.0029,M
16588,"MARKEY, Edward John",Democrat,95,house,1946.0,Edward,ssa,0.9971,0.0029,M
16589,"MARKEY, Edward John",Democrat,96,house,1946.0,Edward,ssa,0.9971,0.0029,M
16590,"MARKEY, Edward John",Democrat,97,house,1946.0,Edward,ssa,0.9971,0.0029,M
16591,"MARKEY, Edward John",Democrat,98,house,1946.0,Edward,ssa,0.9971,0.0029,M
16592,"MARKEY, Edward John",Democrat,99,house,1946.0,Edward,ssa,0.9971,0.0029,M
16593,"MARKEY, Edward John",Democrat,100,house,1946.0,Edward,ssa,0.9971,0.0029,M
16594,"MARKEY, Edward John",Democrat,101,house,1946.0,Edward,ssa,0.9971,0.0029,M
16595,"McDONALD, Lawrence Patton",Democrat,94,house,1935.0,Lawrence,ssa,0.9948,0.0052,M
16596,"McDONALD, Lawrence Patton",Democrat,95,house,1935.0,Lawrence,ssa,0.9948,0.0052,M
16597,"McDONALD, Lawrence Patton",Democrat,96,house,1935.0,Lawrence,ssa,0.9948,0.0052,M
16598,"McDONALD, Lawrence Patton",Democrat,97,house,1935.0,Lawrence,ssa,0.9948,0.0052,M
16599,"McDONALD, Lawrence Patton",Democrat,98,house,1935.0,Lawrence,ssa,0.9948,0.0052,M
16600,"McHUGH, Matthew Francis",Democrat,94,house,1938.0,Matthew,ssa,1.0,0.0,M
16601,"McHUGH, Matthew Francis",Democrat,95,house,1938.0,Matthew,ssa,1.0,0.0,M
16602,"McHUGH, Matthew Francis",Democrat,96,house,1938.0,Matthew,ssa,1.0,0.0,M
16603,"McHUGH, Matthew Francis",Democrat,97,house,1938.0,Matthew,ssa,1.0,0.0,M
16604,"McHUGH, Matthew Francis",Democrat,98,house,1938.0,Matthew,ssa,1.0,0.0,M
16605,"McHUGH, Matthew Francis",Democrat,99,house,1938.0,Matthew,ssa,1.0,0.0,M
16606,"McHUGH, Matthew Francis",Democrat,100,house,1938.0,Matthew,ssa,1.0,0.0,M
16607,"McHUGH, Matthew Francis",Democrat,101,house,1938.0,Matthew,ssa,1.0,0.0,M
16608,"MEYNER, Helen Stevenson",Democrat,94,house,1929.0,Helen,ipums,0.0011,0.9989,F
16609,"MEYNER, Helen Stevenson",Democrat,95,house,1929.0,Helen,ipums,0.0011,0.9989,F
16610,"MILLER, George",Democrat,94,house,1945.0,George,ssa,0.9932,0.0068,M
16611,"MILLER, George",Democrat,95,house,1945.0,George,ssa,0.9932,0.0068,M
16612,"MILLER, George",Democrat,96,house,1945.0,George,ssa,0.9932,0.0068,M
16613,"MILLER, George",Democrat,97,house,1945.0,George,ssa,0.9932,0.0068,M
16614,"MILLER, George",Democrat,98,house,1945.0,George,ssa,0.9932,0.0068,M
16615,"MILLER, George",Democrat,99,house,1945.0,George,ssa,0.9932,0.0068,M
16616,"MILLER, George",Democrat,100,house,1945.0,George,ssa,0.9932,0.0068,M
16617,"MILLER, George",Democrat,101,house,1945.0,George,ssa,0.9932,0.0068,M
16618,"MOFFETT, Anthony John, Jr. (Toby)",Democrat,94,house,1944.0,Anthony,ssa,0.9974,0.0026,M
16619,"MOFFETT, Anthony John, Jr. (Toby)",Democrat,95,house,1944.0,Anthony,ssa,0.9974,0.0026,M
16620,"MOFFETT, Anthony John, Jr. (Toby)",Democrat,96,house,1944.0,Anthony,ssa,0.9974,0.0026,M
16621,"MOFFETT, Anthony John, Jr. (Toby)",Democrat,97,house,1944.0,Anthony,ssa,0.9974,0.0026,M
16622,"MOORE, William Henson, III",Republican,94,house,1939.0,William,ssa,0.9963,0.0037,M
16623,"MOORE, William Henson, III",Republican,95,house,1939.0,William,ssa,0.9963,0.0037,M
16624,"MOORE, William Henson, III",Republican,96,house,1939.0,William,ssa,0.9963,0.0037,M
16625,"MOORE, William Henson, III",Republican,97,house,1939.0,William,ssa,0.9963,0.0037,M
16626,"MOORE, William Henson, III",Republican,98,house,1939.0,William,ssa,0.9963,0.0037,M
16627,"COBEY, William Wilfred, Jr.",Republican,99,house,1939.0,William,ssa,0.9963,0.0037,M
16628,"MOORE, William Henson, III",Republican,99,house,1939.0,William,ssa,0.9963,0.0037,M
16629,"MYERS, Gary Arthur",Republican,94,house,1937.0,Gary,ssa,0.9944,0.0056,M
16630,"MYERS, Gary Arthur",Republican,95,house,1937.0,Gary,ssa,0.9944,0.0056,M
16631,"MYERS, Michael Joseph (Ozzie)",Democrat,94,house,1943.0,Michael,ssa,0.9923,0.0077,M
16632,"MYERS, Michael Joseph (Ozzie)",Democrat,95,house,1943.0,Michael,ssa,0.9923,0.0077,M
16633,"BARNES, Michael Darr",Democrat,96,house,1943.0,Michael,ssa,0.9923,0.0077,M
16634,"MYERS, Michael Joseph (Ozzie)",Democrat,96,house,1943.0,Michael,ssa,0.9923,0.0077,M
16635,"BARNES, Michael Darr",Democrat,97,house,1943.0,Michael,ssa,0.9923,0.0077,M
16636,"BARNES, Michael Darr",Democrat,98,house,1943.0,Michael,ssa,0.9923,0.0077,M
16637,"BARNES, Michael Darr",Democrat,99,house,1943.0,Michael,ssa,0.9923,0.0077,M
16638,"NEAL, Stephen Lybrook",Democrat,94,house,1934.0,Stephen,ssa,1.0,0.0,M
16639,"NEAL, Stephen Lybrook",Democrat,95,house,1934.0,Stephen,ssa,1.0,0.0,M
16640,"NEAL, Stephen Lybrook",Democrat,96,house,1934.0,Stephen,ssa,1.0,0.0,M
16641,"NEAL, Stephen Lybrook",Democrat,97,house,1934.0,Stephen,ssa,1.0,0.0,M
16642,"NEAL, Stephen Lybrook",Democrat,98,house,1934.0,Stephen,ssa,1.0,0.0,M
16643,"NEAL, Stephen Lybrook",Democrat,99,house,1934.0,Stephen,ssa,1.0,0.0,M
16644,"NEAL, Stephen Lybrook",Democrat,100,house,1934.0,Stephen,ssa,1.0,0.0,M
16645,"NEAL, Stephen Lybrook",Democrat,101,house,1934.0,Stephen,ssa,1.0,0.0,M
16646,"NOLAN, Richard Michael",Democrat,94,house,1943.0,Richard,ssa,0.9974,0.0026,M
16647,"NOLAN, Richard Michael",Democrat,95,house,1943.0,Richard,ssa,0.9974,0.0026,M
16648,"NOLAN, Richard Michael",Democrat,96,house,1943.0,Richard,ssa,0.9974,0.0026,M
16649,"NOWAK, Henry James",Democrat,94,house,1935.0,Henry,ssa,0.9911,0.0089,M
16650,"NOWAK, Henry James",Democrat,95,house,1935.0,Henry,ssa,0.9911,0.0089,M
16651,"NOWAK, Henry James",Democrat,96,house,1935.0,Henry,ssa,0.9911,0.0089,M
16652,"NOWAK, Henry James",Democrat,97,house,1935.0,Henry,ssa,0.9911,0.0089,M
16653,"NOWAK, Henry James",Democrat,98,house,1935.0,Henry,ssa,0.9911,0.0089,M
16654,"NOWAK, Henry James",Democrat,99,house,1935.0,Henry,ssa,0.9911,0.0089,M
16655,"NOWAK, Henry James",Democrat,100,house,1935.0,Henry,ssa,0.9911,0.0089,M
16656,"NOWAK, Henry James",Democrat,101,house,1935.0,Henry,ssa,0.9911,0.0089,M
16657,"PATTERSON, Jerry Mumford",Democrat,94,house,1934.0,Jerry,ssa,0.9498,0.0502,M
16658,"PATTERSON, Jerry Mumford",Democrat,95,house,1934.0,Jerry,ssa,0.9498,0.0502,M
16659,"PATTERSON, Jerry Mumford",Democrat,96,house,1934.0,Jerry,ssa,0.9498,0.0502,M
16660,"PATTERSON, Jerry Mumford",Democrat,97,house,1934.0,Jerry,ssa,0.9498,0.0502,M
16661,"PATTERSON, Jerry Mumford",Democrat,98,house,1934.0,Jerry,ssa,0.9498,0.0502,M
16662,"PATTISON, Edward Worthington",Democrat,94,house,1932.0,Edward,ssa,0.9945,0.0055,M
16663,"PATTISON, Edward Worthington",Democrat,95,house,1932.0,Edward,ssa,0.9945,0.0055,M
16664,"PRESSLER, Larry Lee",Republican,94,house,1942.0,Larry,ssa,0.997,0.003,M
16665,"PRESSLER, Larry Lee",Republican,95,house,1942.0,Larry,ssa,0.997,0.003,M
16666,"RICHMOND, Frederick William",Democrat,94,house,1923.0,Frederick,ipums,1.0,0.0,M
16667,"RICHMOND, Frederick William",Democrat,95,house,1923.0,Frederick,ipums,1.0,0.0,M
16668,"RICHMOND, Frederick William",Democrat,96,house,1923.0,Frederick,ipums,1.0,0.0,M
16669,"RICHMOND, Frederick William",Democrat,97,house,1923.0,Frederick,ipums,1.0,0.0,M
16670,"RISENHOOVER, Theodore Marshall",Democrat,94,house,1934.0,Theodore,ssa,0.993,0.006999999999999999,M
16671,"RISENHOOVER, Theodore Marshall",Democrat,95,house,1934.0,Theodore,ssa,0.993,0.006999999999999999,M
16672,"RUSSO, Martin Anthony",Democrat,94,house,1944.0,Martin,ssa,0.9963,0.0037,M
16673,"RUSSO, Martin Anthony",Democrat,95,house,1944.0,Martin,ssa,0.9963,0.0037,M
16674,"RUSSO, Martin Anthony",Democrat,96,house,1944.0,Martin,ssa,0.9963,0.0037,M
16675,"RUSSO, Martin Anthony",Democrat,97,house,1944.0,Martin,ssa,0.9963,0.0037,M
16676,"RUSSO, Martin Anthony",Democrat,98,house,1944.0,Martin,ssa,0.9963,0.0037,M
16677,"RUSSO, Martin Anthony",Democrat,99,house,1944.0,Martin,ssa,0.9963,0.0037,M
16678,"RUSSO, Martin Anthony",Democrat,100,house,1944.0,Martin,ssa,0.9963,0.0037,M
16679,"RUSSO, Martin Anthony",Democrat,101,house,1944.0,Martin,ssa,0.9963,0.0037,M
16680,"SHARP, Philip Riley",Democrat,94,house,1942.0,Philip,ssa,0.9973,0.0027,M
16681,"SHARP, Philip Riley",Democrat,95,house,1942.0,Philip,ssa,0.9973,0.0027,M
16682,"SHARP, Philip Riley",Democrat,96,house,1942.0,Philip,ssa,0.9973,0.0027,M
16683,"SHARP, Philip Riley",Democrat,97,house,1942.0,Philip,ssa,0.9973,0.0027,M
16684,"SHARP, Philip Riley",Democrat,98,house,1942.0,Philip,ssa,0.9973,0.0027,M
16685,"SHARP, Philip Riley",Democrat,99,house,1942.0,Philip,ssa,0.9973,0.0027,M
16686,"SHARP, Philip Riley",Democrat,100,house,1942.0,Philip,ssa,0.9973,0.0027,M
16687,"SHARP, Philip Riley",Democrat,101,house,1942.0,Philip,ssa,0.9973,0.0027,M
16688,"SIMON, Paul Martin",Democrat,94,house,1928.0,Paul,ipums,0.9906,0.0094,M
16689,"SIMON, Paul Martin",Democrat,95,house,1928.0,Paul,ipums,0.9906,0.0094,M
16690,"SIMON, Paul Martin",Democrat,96,house,1928.0,Paul,ipums,0.9906,0.0094,M
16691,"SIMON, Paul Martin",Democrat,97,house,1928.0,Paul,ipums,0.9906,0.0094,M
16692,"SIMON, Paul Martin",Democrat,98,house,1928.0,Paul,ipums,0.9906,0.0094,M
16693,"SMITH, Virginia Dodd",Republican,94,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16694,"SMITH, Virginia Dodd",Republican,95,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16695,"SMITH, Virginia Dodd",Republican,96,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16696,"SMITH, Virginia Dodd",Republican,97,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16697,"SMITH, Virginia Dodd",Republican,98,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16698,"SMITH, Virginia Dodd",Republican,99,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16699,"SMITH, Virginia Dodd",Republican,100,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16700,"SMITH, Virginia Dodd",Republican,101,house,1911.0,Virginia,ipums,0.0062,0.9938,F
16701,"SOLARZ, Stephen Joshua",Democrat,94,house,1940.0,Stephen,ssa,0.997,0.003,M
16702,"SOLARZ, Stephen Joshua",Democrat,95,house,1940.0,Stephen,ssa,0.997,0.003,M
16703,"SOLARZ, Stephen Joshua",Democrat,96,house,1940.0,Stephen,ssa,0.997,0.003,M
16704,"SOLARZ, Stephen Joshua",Democrat,97,house,1940.0,Stephen,ssa,0.997,0.003,M
16705,"SOLARZ, Stephen Joshua",Democrat,98,house,1940.0,Stephen,ssa,0.997,0.003,M
16706,"SOLARZ, Stephen Joshua",Democrat,99,house,1940.0,Stephen,ssa,0.997,0.003,M
16707,"SOLARZ, Stephen Joshua",Democrat,100,house,1940.0,Stephen,ssa,0.997,0.003,M
16708,"SOLARZ, Stephen Joshua",Democrat,101,house,1940.0,Stephen,ssa,0.997,0.003,M
16709,"SPELLMAN, Gladys Noon",Democrat,94,house,1918.0,Gladys,ipums,0.0016,0.9984,F
16710,"SPELLMAN, Gladys Noon",Democrat,95,house,1918.0,Gladys,ipums,0.0016,0.9984,F
16711,"SPELLMAN, Gladys Noon",Democrat,96,house,1918.0,Gladys,ipums,0.0016,0.9984,F
16712,"TSONGAS, Paul Efthemios",Democrat,94,house,1941.0,Paul,ssa,0.9959,0.0041,M
16713,"TSONGAS, Paul Efthemios",Democrat,95,house,1941.0,Paul,ssa,0.9959,0.0041,M
16714,"WAXMAN, Henry Arnold",Democrat,94,house,1939.0,Henry,ssa,0.9927,0.0073,M
16715,"WAXMAN, Henry Arnold",Democrat,95,house,1939.0,Henry,ssa,0.9927,0.0073,M
16716,"WAXMAN, Henry Arnold",Democrat,96,house,1939.0,Henry,ssa,0.9927,0.0073,M
16717,"WAXMAN, Henry Arnold",Democrat,97,house,1939.0,Henry,ssa,0.9927,0.0073,M
16718,"WAXMAN, Henry Arnold",Democrat,98,house,1939.0,Henry,ssa,0.9927,0.0073,M
16719,"WAXMAN, Henry Arnold",Democrat,99,house,1939.0,Henry,ssa,0.9927,0.0073,M
16720,"WAXMAN, Henry Arnold",Democrat,100,house,1939.0,Henry,ssa,0.9927,0.0073,M
16721,"WAXMAN, Henry Arnold",Democrat,101,house,1939.0,Henry,ssa,0.9927,0.0073,M
16722,"WIRTH, Timothy E.",Democrat,94,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16723,"WIRTH, Timothy E.",Democrat,95,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16724,"WIRTH, Timothy E.",Democrat,96,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16725,"WIRTH, Timothy E.",Democrat,97,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16726,"WIRTH, Timothy E.",Democrat,98,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16727,"WIRTH, Timothy E.",Democrat,99,house,1939.0,Timothy,ssa,0.9925,0.0075,M
16728,"ZEFERETTI, Leo C.",Democrat,94,house,1927.0,Leo,ipums,0.9741,0.0259,M
16729,"ZEFERETTI, Leo C.",Democrat,95,house,1927.0,Leo,ipums,0.9741,0.0259,M
16730,"ZEFERETTI, Leo C.",Democrat,96,house,1927.0,Leo,ipums,0.9741,0.0259,M
16731,"ZEFERETTI, Leo C.",Democrat,97,house,1927.0,Leo,ipums,0.9741,0.0259,M
16732,"APPLEGATE, Douglas Earl",Democrat,95,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16733,"APPLEGATE, Douglas Earl",Democrat,96,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16734,"APPLEGATE, Douglas Earl",Democrat,97,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16735,"APPLEGATE, Douglas Earl",Democrat,98,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16736,"APPLEGATE, Douglas Earl",Democrat,99,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16737,"APPLEGATE, Douglas Earl",Democrat,100,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16738,"APPLEGATE, Douglas Earl",Democrat,101,house,1928.0,Douglas,ipums,0.9894,0.0106,M
16739,"BARNARD, Druie Douglas, Jr.",Democrat,95,house,1922.0,Druie,ipums,,,
16740,"BARNARD, Druie Douglas, Jr.",Democrat,96,house,1922.0,Druie,ipums,,,
16741,"BARNARD, Druie Douglas, Jr.",Democrat,97,house,1922.0,Druie,ipums,,,
16742,"BARNARD, Druie Douglas, Jr.",Democrat,98,house,1922.0,Druie,ipums,,,
16743,"BARNARD, Druie Douglas, Jr.",Democrat,99,house,1922.0,Druie,ipums,,,
16744,"BARNARD, Druie Douglas, Jr.",Democrat,100,house,1922.0,Druie,ipums,,,
16745,"BARNARD, Druie Douglas, Jr.",Democrat,101,house,1922.0,Druie,ipums,,,
16746,"BEILENSON, Anthony Charles",Democrat,95,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16747,"BEILENSON, Anthony Charles",Democrat,96,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16748,"BEILENSON, Anthony Charles",Democrat,97,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16749,"BEILENSON, Anthony Charles",Democrat,98,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16750,"BEILENSON, Anthony Charles",Democrat,99,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16751,"BEILENSON, Anthony Charles",Democrat,100,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16752,"BEILENSON, Anthony Charles",Democrat,101,house,1932.0,Anthony,ssa,0.9922,0.0078,M
16753,"BENJAMIN, Adam, Jr.",Democrat,95,house,1935.0,Adam,ssa,1.0,0.0,M
16754,"BENJAMIN, Adam, Jr.",Democrat,96,house,1935.0,Adam,ssa,1.0,0.0,M
16755,"BENJAMIN, Adam, Jr.",Democrat,97,house,1935.0,Adam,ssa,1.0,0.0,M
16756,"BONIOR, David Edward",Democrat,95,house,1945.0,David,ssa,0.9976,0.0024,M
16757,"CORNWELL, David Lance",Democrat,95,house,1945.0,David,ssa,0.9976,0.0024,M
16758,"BONIOR, David Edward",Democrat,96,house,1945.0,David,ssa,0.9976,0.0024,M
16759,"BONIOR, David Edward",Democrat,97,house,1945.0,David,ssa,0.9976,0.0024,M
16760,"BONIOR, David Edward",Democrat,98,house,1945.0,David,ssa,0.9976,0.0024,M
16761,"BONIOR, David Edward",Democrat,99,house,1945.0,David,ssa,0.9976,0.0024,M
16762,"MONSON, David Smith",Republican,99,house,1945.0,David,ssa,0.9976,0.0024,M
16763,"BONIOR, David Edward",Democrat,100,house,1945.0,David,ssa,0.9976,0.0024,M
16764,"BONIOR, David Edward",Democrat,101,house,1945.0,David,ssa,0.9976,0.0024,M
16765,"CAPUTO, Bruce Faulkner",Republican,95,house,1943.0,Bruce,ssa,0.9962,0.0038,M
16766,"CAVANAUGH, John Joseph",Democrat,95,house,1945.0,John,ssa,0.9969,0.0031,M
16767,"CAVANAUGH, John Joseph",Democrat,96,house,1945.0,John,ssa,0.9969,0.0031,M
16768,"CUNNINGHAM, John Edward, III",Republican,95,house,1931.0,John,ssa,0.9935,0.0065,M
16769,"DICKS, Norman DeValois",Democrat,95,house,1940.0,Norman,ssa,0.9945,0.0055,M
16770,"DICKS, Norman DeValois",Democrat,96,house,1940.0,Norman,ssa,0.9945,0.0055,M
16771,"DICKS, Norman DeValois",Democrat,97,house,1940.0,Norman,ssa,0.9945,0.0055,M
16772,"DICKS, Norman DeValois",Democrat,98,house,1940.0,Norman,ssa,0.9945,0.0055,M
16773,"DICKS, Norman DeValois",Democrat,99,house,1940.0,Norman,ssa,0.9945,0.0055,M
16774,"DICKS, Norman DeValois",Democrat,100,house,1940.0,Norman,ssa,0.9945,0.0055,M
16775,"DICKS, Norman DeValois",Democrat,101,house,1940.0,Norman,ssa,0.9945,0.0055,M
16776,"DORNAN, Robert Kenneth",Republican,95,house,1933.0,Robert,ssa,0.9951,0.0049,M
16777,"GARCIA, Robert",Democrat,95,house,1933.0,Robert,ssa,0.9951,0.0049,M
16778,"DORNAN, Robert Kenneth",Republican,96,house,1933.0,Robert,ssa,0.9951,0.0049,M
16779,"GARCIA, Robert",Democrat,96,house,1933.0,Robert,ssa,0.9951,0.0049,M
16780,"DORNAN, Robert Kenneth",Republican,97,house,1933.0,Robert,ssa,0.9951,0.0049,M
16781,"GARCIA, Robert",Democrat,97,house,1933.0,Robert,ssa,0.9951,0.0049,M
16782,"GARCIA, Robert",Democrat,98,house,1933.0,Robert,ssa,0.9951,0.0049,M
16783,"DORNAN, Robert Kenneth",Republican,99,house,1933.0,Robert,ssa,0.9951,0.0049,M
16784,"GARCIA, Robert",Democrat,99,house,1933.0,Robert,ssa,0.9951,0.0049,M
16785,"DORNAN, Robert Kenneth",Republican,100,house,1933.0,Robert,ssa,0.9951,0.0049,M
16786,"GARCIA, Robert",Democrat,100,house,1933.0,Robert,ssa,0.9951,0.0049,M
16787,"DORNAN, Robert Kenneth",Republican,101,house,1933.0,Robert,ssa,0.9951,0.0049,M
16788,"GARCIA, Robert",Democrat,101,house,1933.0,Robert,ssa,0.9951,0.0049,M
16789,"EDWARDS, Marvin Henry (Mickey)",Republican,95,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16790,"EDWARDS, Marvin Henry (Mickey)",Republican,96,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16791,"EDWARDS, Marvin Henry (Mickey)",Republican,97,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16792,"EDWARDS, Marvin Henry (Mickey)",Republican,98,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16793,"EDWARDS, Marvin Henry (Mickey)",Republican,99,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16794,"EDWARDS, Marvin Henry (Mickey)",Republican,100,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16795,"EDWARDS, Marvin Henry (Mickey)",Republican,101,house,1937.0,Marvin,ssa,0.9959,0.0041,M
16796,"ERTEL, Allen Edward",Democrat,95,house,1937.0,Allen,ssa,0.9948,0.0052,M
16797,"ERTEL, Allen Edward",Democrat,96,house,1937.0,Allen,ssa,0.9948,0.0052,M
16798,"ERTEL, Allen Edward",Democrat,97,house,1937.0,Allen,ssa,0.9948,0.0052,M
16799,"EVANS, Billy Lee",Democrat,95,house,1941.0,Billy,ssa,0.9914,0.0086,M
16800,"EVANS, Billy Lee",Democrat,96,house,1941.0,Billy,ssa,0.9914,0.0086,M
16801,"EVANS, Billy Lee",Democrat,97,house,1941.0,Billy,ssa,0.9914,0.0086,M
16802,"EVANS, Thomas Beverley, Jr.",Republican,95,house,1931.0,Thomas,ssa,0.9949,0.0051,M
