,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
9468,Pat,Roberts,R,M,senate,114,1936.0,ssa,,,,M
9469,Mike,Rounds,R,M,senate,114,1954.0,ssa,,,,M
9470,Marco,Rubio,R,M,senate,114,1971.0,ssa,,,,M
9471,Bernard,Sanders,I,M,senate,114,1941.0,ssa,,,,M
9472,Ben,Sasse,R,M,senate,114,1972.0,ssa,,,,M
9473,Brian,Schatz,D,M,senate,114,1972.0,ssa,,,,M
9474,Charles,Schumer,D,M,senate,114,1950.0,ssa,,,,M
9475,Tim,Scott,R,M,senate,114,1965.0,ssa,,,,M
9476,Jeff,Sessions,R,M,senate,114,1946.0,ssa,,,,M
9477,Jeanne,Shaheen,D,F,senate,114,1947.0,ssa,,,,F
9478,Richard,Shelby,R,M,senate,114,1934.0,ssa,,,,M
9479,Debbie,Stabenow,D,F,senate,114,1950.0,ssa,,,,F
9480,Dan,Sullivan,R,M,senate,114,1964.0,ssa,,,,M
9481,Jon,Tester,D,M,senate,114,1956.0,ssa,,,,M
9482,John,Thune,R,M,senate,114,1961.0,ssa,,,,M
9483,Thom,Tillis,R,M,senate,114,1960.0,ssa,,,,M
9484,Patrick,Toomey,R,M,senate,114,1961.0,ssa,,,,M
9485,Tom,Udall,D,M,senate,114,1948.0,ssa,,,,M
9486,David,Vitter,R,M,senate,114,1961.0,ssa,,,,M
9487,Mark,Warner,D,M,senate,114,1954.0,ssa,,,,M
9488,Elizabeth,Warren,D,F,senate,114,1949.0,ssa,,,,F
9489,Sheldon,Whitehouse,D,M,senate,114,1955.0,ssa,,,,M
9490,Roger,Wicker,R,M,senate,114,1951.0,ssa,,,,M
9491,Ron,Wyden,D,M,senate,114,1949.0,ssa,,,,M
9492,Ralph,Abraham,R,M,house,115,1954.0,ssa,,,,M
9493,Alma,Adams,D,F,house,115,1946.0,ssa,,,,F
9494,Robert,Aderholt,R,M,house,115,1965.0,ssa,,,,M
9495,Pete,Aguilar,D,M,house,115,1979.0,ssa,,,,M
9496,Rick,Allen,R,M,house,115,1951.0,ssa,,,,M
9497,Justin,Amash,R,M,house,115,1980.0,ssa,,,,M
9498,Mark,Amodei,R,M,house,115,1958.0,ssa,,,,M
9499,Jodey,Arrington,R,M,house,115,1972.0,ssa,,,,M
9500,Brian,Babin,R,M,house,115,1948.0,ssa,,,,M
9501,Don,Bacon,R,M,house,115,1963.0,ssa,,,,M
9502,Troy,Balderson,R,M,house,115,1962.0,ssa,,,,M
9503,Jim,Banks,R,M,house,115,1979.0,ssa,,,,M
9504,Lou,Barletta,R,M,house,115,1956.0,ssa,,,,M
9505,Andy,Barr,R,M,house,115,1973.0,ssa,,,,M
9506,Nanette,Barragán,D,F,house,115,1976.0,ssa,,,,F
9507,Joe,Barton,R,M,house,115,1949.0,ssa,,,,M
9508,Karen,Bass,D,F,house,115,1953.0,ssa,,,,F
9509,Joyce,Beatty,D,F,house,115,1950.0,ssa,,,,F
9510,Xavier,Becerra,D,M,house,115,1958.0,ssa,,,,M
9511,Ami,Bera,D,M,house,115,1965.0,ssa,,,,M
9512,Jack,Bergman,R,M,house,115,1947.0,ssa,,,,M
9513,Donald,Beyer,D,M,house,115,1950.0,ssa,,,,M
9514,Andy,Biggs,R,M,house,115,1958.0,ssa,,,,M
9515,Gus,Bilirakis,R,M,house,115,1963.0,ssa,,,,M
9516,Mike,Bishop,R,M,house,115,1967.0,ssa,,,,M
9517,Rob,Bishop,R,M,house,115,1951.0,ssa,,,,M
9518,Sanford,Bishop,D,M,house,115,1947.0,ssa,,,,M
9519,Diane,Black,R,F,house,115,1951.0,ssa,,,,F
9520,Marsha,Blackburn,R,F,house,115,1952.0,ssa,,,,F
9521,Rod,Blum,R,M,house,115,1955.0,ssa,,,,M
9522,Earl,Blumenauer,D,M,house,115,1948.0,ssa,,,,M
9523,Lisa,Blunt Rochester,D,F,house,115,1962.0,ssa,,,,F
9524,Suzanne,Bonamici,D,F,house,115,1954.0,ssa,,,,F
9525,Madeleine,Bordallo,D,F,house,115,1933.0,ssa,,,,F
9526,Mike,Bost,R,M,house,115,1960.0,ssa,,,,M
9527,Brendan,Boyle,D,M,house,115,1977.0,ssa,,,,M
9528,Kevin,Brady,R,M,house,115,1955.0,ssa,,,,M
9529,Robert,Brady,D,M,house,115,1945.0,ssa,,,,M
9530,David,Brat,R,M,house,115,1964.0,ssa,,,,M
9531,Jim,Bridenstine,R,M,house,115,1975.0,ssa,,,,M
9532,Susan,Brooks,R,F,house,115,1960.0,ssa,,,,F
9533,Mo,Brooks,R,M,house,115,1954.0,ssa,,,,M
9534,Anthony,Brown,D,M,house,115,1961.0,ssa,,,,M
9535,Julia,Brownley,D,F,house,115,1952.0,ssa,,,,F
9536,Vern,Buchanan,R,M,house,115,1951.0,ssa,,,,M
9537,Ken,Buck,R,M,house,115,1959.0,ssa,,,,M
9538,Larry,Bucshon,R,M,house,115,1962.0,ssa,,,,M
9539,Ted,Budd,R,M,house,115,1971.0,ssa,,,,M
9540,Michael,Burgess,R,M,house,115,1950.0,ssa,,,,M
9541,Cheri,Bustos,D,F,house,115,1961.0,ssa,,,,F
9542,G.,Butterfield,D,M,house,115,1947.0,ssa,,,,M
9543,Bradley,Byrne,R,M,house,115,1955.0,ssa,,,,M
9544,Ken,Calvert,R,M,house,115,1953.0,ssa,,,,M
9545,Michael,Capuano,D,M,house,115,1952.0,ssa,,,,M
9546,Salud,Carbajal,D,M,house,115,1964.0,ssa,,,,M
9547,Tony,Cárdenas,D,M,house,115,1963.0,ssa,,,,M
9548,André,Carson,D,M,house,115,1974.0,ssa,,,,M
9549,John,Carter,R,M,house,115,1941.0,ssa,,,,M
9550,Buddy,Carter,R,M,house,115,1957.0,ssa,,,,M
9551,Matt,Cartwright,D,M,house,115,1961.0,ssa,,,,M
9552,Kathy,Castor,D,F,house,115,1966.0,ssa,,,,F
9553,Joaquín,Castro,D,M,house,115,1974.0,ssa,,,,M
9554,Steven,Chabot,R,M,house,115,1953.0,ssa,,,,M
9555,Jason,Chaffetz,R,M,house,115,1967.0,ssa,,,,M
9556,Liz,Cheney,R,F,house,115,1966.0,ssa,,,,F
9557,Judy,Chu,D,F,house,115,1953.0,ssa,,,,F
9558,David,Cicilline,D,M,house,115,1961.0,ssa,,,,M
9559,Katherine,Clark,D,F,house,115,1963.0,ssa,,,,F
9560,Yvette,Clarke,D,F,house,115,1964.0,ssa,,,,F
9561,William,Clay,D,M,house,115,1956.0,ssa,,,,M
9562,Emanuel,Cleaver,D,M,house,115,1944.0,ssa,,,,M
9563,Michael,Cloud,R,M,house,115,1975.0,ssa,,,,M
9564,James,Clyburn,D,M,house,115,1940.0,ssa,,,,M
9565,Mike,Coffman,R,M,house,115,1955.0,ssa,,,,M
9566,Steve,Cohen,D,M,house,115,1949.0,ssa,,,,M
9567,Tom,Cole,R,M,house,115,1949.0,ssa,,,,M
9568,Chris,Collins,R,M,house,115,1950.0,ssa,,,,M
9569,Doug,Collins,R,M,house,115,1966.0,ssa,,,,M
9570,James,Comer,R,M,house,115,1972.0,ssa,,,,M
9571,Barbara,Comstock,R,F,house,115,1959.0,ssa,,,,F
9572,K.,Conaway,R,M,house,115,1948.0,ssa,,,,M
9573,Gerald,Connolly,D,M,house,115,1950.0,ssa,,,,M
9574,John,Conyers,D,M,house,115,1929.0,ipums,,,,M
9575,Paul,Cook,R,M,house,115,1943.0,ssa,,,,M
9576,Jim,Cooper,D,M,house,115,1954.0,ssa,,,,M
9577,J.,Correa,D,M,house,115,1958.0,ssa,,,,M
9578,Jim,Costa,D,M,house,115,1952.0,ssa,,,,M
9579,Ryan,Costello,R,M,house,115,1976.0,ssa,,,,M
9580,Joe,Courtney,D,M,house,115,1953.0,ssa,,,,M
9581,Kevin,Cramer,R,M,house,115,1961.0,ssa,,,,M
9582,Rick,Crawford,R,M,house,115,1966.0,ssa,,,,M
9583,Charlie,Crist,D,M,house,115,1956.0,ssa,,,,M
9584,Joseph,Crowley,D,M,house,115,1962.0,ssa,,,,M
9585,Henry,Cuellar,D,M,house,115,1955.0,ssa,,,,M
9586,John,Culberson,R,M,house,115,1956.0,ssa,,,,M
9587,Elijah,Cummings,D,M,house,115,1951.0,ssa,,,,M
9588,Carlos,Curbelo,R,M,house,115,1980.0,ssa,,,,M
9589,John,Curtis,R,M,house,115,1960.0,ssa,,,,M
9590,Warren,Davidson,R,M,house,115,1970.0,ssa,,,,M
9591,Danny,Davis,D,M,house,115,1941.0,ssa,,,,M
9592,Rodney,Davis,R,M,house,115,1970.0,ssa,,,,M
9593,Susan,Davis,D,F,house,115,1944.0,ssa,,,,F
9594,Peter,DeFazio,D,M,house,115,1947.0,ssa,,,,M
9595,Diana,DeGette,D,F,house,115,1957.0,ssa,,,,F
9596,John,Delaney,D,M,house,115,1963.0,ssa,,,,M
9597,Rosa,DeLauro,D,F,house,115,1943.0,ssa,,,,F
9598,Suzan,DelBene,D,F,house,115,1962.0,ssa,,,,F
9599,Val,Demings,D,F,house,115,1957.0,ssa,,,,F
9600,Jeffrey,Denham,R,M,house,115,1967.0,ssa,,,,M
9601,Charlie,Dent,R,M,house,115,1960.0,ssa,,,,M
9602,Ron,DeSantis,R,M,house,115,1978.0,ssa,,,,M
9603,Mark,DeSaulnier,D,M,house,115,1952.0,ssa,,,,M
9604,Scott,DesJarlais,R,M,house,115,1964.0,ssa,,,,M
9605,Ted,Deutch,D,M,house,115,1966.0,ssa,,,,M
9606,Mario,Diaz-Balart,R,M,house,115,1961.0,ssa,,,,M
9607,Debbie,Dingell,D,F,house,115,1953.0,ssa,,,,F
9608,Lloyd,Doggett,D,M,house,115,1946.0,ssa,,,,M
9609,Daniel,Donovan,R,M,house,115,1956.0,ssa,,,,M
9610,Mike,Doyle,D,M,house,115,1953.0,ssa,,,,M
9611,Sean,Duffy,R,M,house,115,1971.0,ssa,,,,M
9612,Jeffrey,Duncan,R,M,house,115,1966.0,ssa,,,,M
9613,John,Duncan,R,M,house,115,1947.0,ssa,,,,M
9614,Neal,Dunn,R,M,house,115,1953.0,ssa,,,,M
9615,Keith,Ellison,D,M,house,115,1963.0,ssa,,,,M
9616,Tom,Emmer,R,M,house,115,1961.0,ssa,,,,M
9617,Eliot,Engel,D,M,house,115,1947.0,ssa,,,,M
9618,Anna,Eshoo,D,F,house,115,1942.0,ssa,,,,F
9619,Adriano,Espaillat,D,M,house,115,1954.0,ssa,,,,M
9620,Ron,Estes,R,M,house,115,1956.0,ssa,,,,M
9621,Elizabeth,Esty,D,F,house,115,1959.0,ssa,,,,F
9622,Dwight,Evans,D,M,house,115,1954.0,ssa,,,,M
9623,Blake,Farenthold,R,M,house,115,1961.0,ssa,,,,M
9624,John,Faso,R,M,house,115,1952.0,ssa,,,,M
9625,A.,Ferguson,R,M,house,115,1966.0,ssa,,,,M
9626,Brian,Fitzpatrick,R,M,house,115,1973.0,ssa,,,,M
9627,Chuck,Fleischmann,R,M,house,115,1962.0,ssa,,,,M
9628,Bill,Flores,R,M,house,115,1954.0,ssa,,,,M
9629,Jeff,Fortenberry,R,M,house,115,1960.0,ssa,,,,M
9630,Bill,Foster,D,M,house,115,1955.0,ssa,,,,M
9631,Virginia,Foxx,R,F,house,115,1943.0,ssa,,,,F
9632,Lois,Frankel,D,F,house,115,1948.0,ssa,,,,F
9633,Trent,Franks,R,M,house,115,1957.0,ssa,,,,M
9634,Rodney,Frelinghuysen,R,M,house,115,1946.0,ssa,,,,M
9635,Marcia,Fudge,D,F,house,115,1952.0,ssa,,,,F
9636,Tulsi,Gabbard,D,F,house,115,1981.0,ssa,,,,F
9637,Matt,Gaetz,R,M,house,115,1982.0,ssa,,,,M
9638,Mike,Gallagher,R,M,house,115,1984.0,ssa,,,,M
9639,Ruben,Gallego,D,M,house,115,1979.0,ssa,,,,M
9640,John,Garamendi,D,M,house,115,1945.0,ssa,,,,M
9641,Thomas,Garrett,R,M,house,115,1972.0,ssa,,,,M
9642,Greg,Gianforte,R,M,house,115,1961.0,ssa,,,,M
9643,Bob,Gibbs,R,M,house,115,1954.0,ssa,,,,M
9644,Louie,Gohmert,R,M,house,115,1953.0,ssa,,,,M
9645,Jimmy,Gomez,D,M,house,115,1974.0,ssa,,,,M
9646,Vicente,Gonzalez,D,M,house,115,1967.0,ssa,,,,M
9647,Jenniffer,González-Colón,R,F,house,115,1976.0,ssa,,,,F
9648,Robert,Goodlatte,R,M,house,115,1952.0,ssa,,,,M
9649,Paul,Gosar,R,M,house,115,1958.0,ssa,,,,M
9650,Josh,Gottheimer,D,M,house,115,1975.0,ssa,,,,M
9651,Trey,Gowdy,R,M,house,115,1964.0,ssa,,,,M
9652,Kay,Granger,R,F,house,115,1943.0,ssa,,,,F
9653,Garret,Graves,R,M,house,115,1972.0,ssa,,,,M
9654,Tom,Graves,R,M,house,115,1970.0,ssa,,,,M
9655,Sam,Graves,R,M,house,115,1963.0,ssa,,,,M
9656,Gene,Green,D,M,house,115,1947.0,ssa,,,,M
9657,Al,Green,D,M,house,115,1947.0,ssa,,,,M
9658,Morgan,Griffith,R,M,house,115,1958.0,ssa,,,,M
9659,Raúl,Grijalva,D,M,house,115,1948.0,ssa,,,,M
9660,Glenn,Grothman,R,M,house,115,1955.0,ssa,,,,M
9661,Brett,Guthrie,R,M,house,115,1964.0,ssa,,,,M
9662,Luis,Gutiérrez,D,M,house,115,1953.0,ssa,,,,M
9663,Colleen,Hanabusa,D,F,house,115,1951.0,ssa,,,,F
9664,Karen,Handel,R,F,house,115,1962.0,ssa,,,,F
9665,Gregg,Harper,R,M,house,115,1956.0,ssa,,,,M
9666,Andy,Harris,R,M,house,115,1957.0,ssa,,,,M
9667,Vicky,Hartzler,R,F,house,115,1960.0,ssa,,,,F
9668,Alcee,Hastings,D,M,house,115,1936.0,ssa,,,,M
9669,Denny,Heck,D,M,house,115,1952.0,ssa,,,,M
9670,Jeb,Hensarling,R,M,house,115,1957.0,ssa,,,,M
9671,Kevin,Hern,R,M,house,115,1961.0,ssa,,,,M
9672,Jaime,Herrera Beutler,R,F,house,115,1978.0,ssa,,,,F
9673,Jody,Hice,R,M,house,115,1960.0,ssa,,,,M
9674,Brian,Higgins,D,M,house,115,1959.0,ssa,,,,M
9675,Clay,Higgins,R,M,house,115,1961.0,ssa,,,,M
9676,French,Hill,R,M,house,115,1956.0,ssa,,,,M
9677,Jim,Himes,D,M,house,115,1966.0,ssa,,,,M
9678,George,Holding,R,M,house,115,1968.0,ssa,,,,M
9679,Trey,Hollingsworth,R,M,house,115,1983.0,ssa,,,,M
9680,Steny,Hoyer,D,M,house,115,1939.0,ssa,,,,M
9681,Richard,Hudson,R,M,house,115,1971.0,ssa,,,,M
9682,Jared,Huffman,D,M,house,115,1964.0,ssa,,,,M
9683,Bill,Huizenga,R,M,house,115,1969.0,ssa,,,,M
9684,Randy,Hultgren,R,M,house,115,1966.0,ssa,,,,M
9685,Duncan,Hunter,R,M,house,115,1976.0,ssa,,,,M
9686,Will,Hurd,R,M,house,115,1977.0,ssa,,,,M
9687,Darrell,Issa,R,M,house,115,1953.0,ssa,,,,M
9688,Sheila,Jackson Lee,D,F,house,115,1950.0,ssa,,,,F
9689,Pramila,Jayapal,D,F,house,115,1965.0,ssa,,,,F
9690,Hakeem,Jeffries,D,M,house,115,1970.0,ssa,,,,M
9691,Evan,Jenkins,R,M,house,115,1960.0,ssa,,,,M
9692,Lynn,Jenkins,R,F,house,115,1963.0,ssa,,,,F
9693,Hank,Johnson,D,M,house,115,1954.0,ssa,,,,M
9694,Bill,Johnson,R,M,house,115,1954.0,ssa,,,,M
9695,Eddie,Johnson,D,F,house,115,1935.0,ssa,,,,F
9696,Sam,Johnson,R,M,house,115,1930.0,ssa,,,,M
9697,Mike,Johnson,R,M,house,115,1972.0,ssa,,,,M
9698,Brenda,Jones,D,F,house,115,1959.0,ssa,,,,F
9699,Walter,Jones,R,M,house,115,1943.0,ssa,,,,M
9700,Jim,Jordan,R,M,house,115,1964.0,ssa,,,,M
9701,Dave,Joyce,R,M,house,115,1957.0,ssa,,,,M
9702,Marcy,Kaptur,D,F,house,115,1946.0,ssa,,,,F
9703,John,Katko,R,M,house,115,1962.0,ssa,,,,M
9704,Bill,Keating,D,M,house,115,1952.0,ssa,,,,M
9705,Trent,Kelly,R,M,house,115,1966.0,ssa,,,,M
9706,Robin,Kelly,D,F,house,115,1956.0,ssa,,,,F
9707,Mike,Kelly,R,M,house,115,1948.0,ssa,,,,M
9708,Joseph,Kennedy,D,M,house,115,1980.0,ssa,,,,M
9709,Ro,Khanna,D,M,house,115,1976.0,ssa,,,,M
9710,Ruben,Kihuen,D,M,house,115,1980.0,ssa,,,,M
9711,Dan,Kildee,D,M,house,115,1958.0,ssa,,,,M
9712,Derek,Kilmer,D,M,house,115,1974.0,ssa,,,,M
9713,Ron,Kind,D,M,house,115,1963.0,ssa,,,,M
9714,Peter,King,R,M,house,115,1944.0,ssa,,,,M
9715,Steve,King,R,M,house,115,1949.0,ssa,,,,M
9716,Adam,Kinzinger,R,M,house,115,1978.0,ssa,,,,M
9717,Steve,Knight,R,M,house,115,1966.0,ssa,,,,M
9718,Raja,Krishnamoorthi,D,M,house,115,1973.0,ssa,,,,M
9719,Ann,Kuster,D,F,house,115,1956.0,ssa,,,,F
9720,David,Kustoff,R,M,house,115,1966.0,ssa,,,,M
9721,Raúl,Labrador,R,M,house,115,1967.0,ssa,,,,M
9722,Darin,LaHood,R,M,house,115,1968.0,ssa,,,,M
9723,Doug,LaMalfa,R,M,house,115,1960.0,ssa,,,,M
9724,Conor,Lamb,D,M,house,115,1984.0,ssa,,,,M
9725,Doug,Lamborn,R,M,house,115,1954.0,ssa,,,,M
9726,Leonard,Lance,R,M,house,115,1952.0,ssa,,,,M
9727,Jim,Langevin,D,M,house,115,1964.0,ssa,,,,M
9728,Rick,Larsen,D,M,house,115,1965.0,ssa,,,,M
9729,John,Larson,D,M,house,115,1948.0,ssa,,,,M
9730,Robert,Latta,R,M,house,115,1956.0,ssa,,,,M
9731,Brenda,Lawrence,D,F,house,115,1954.0,ssa,,,,F
9732,Al,Lawson,D,M,house,115,1948.0,ssa,,,,M
9733,Barbara,Lee,D,F,house,115,1946.0,ssa,,,,F
9734,Debbie,Lesko,R,F,house,115,1958.0,ssa,,,,F
9735,Sander,Levin,D,M,house,115,1931.0,ssa,,,,M
9736,Jason,Lewis,R,M,house,115,1955.0,ssa,,,,M
9737,John,Lewis,D,M,house,115,1940.0,ssa,,,,M
9738,Ted,Lieu,D,M,house,115,1969.0,ssa,,,,M
9739,Daniel,Lipinski,D,M,house,115,1966.0,ssa,,,,M
9740,Frank,LoBiondo,R,M,house,115,1946.0,ssa,,,,M
9741,Dave,Loebsack,D,M,house,115,1952.0,ssa,,,,M
9742,Zoe,Lofgren,D,F,house,115,1947.0,ssa,,,,F
9743,Billy,Long,R,M,house,115,1955.0,ssa,,,,M
9744,Barry,Loudermilk,R,M,house,115,1963.0,ssa,,,,M
9745,Mia,Love,R,F,house,115,1975.0,ssa,,,,F
9746,Alan,Lowenthal,D,M,house,115,1941.0,ssa,,,,M
9747,Nita,Lowey,D,F,house,115,1937.0,ssa,,,,F
9748,Frank,Lucas,R,M,house,115,1960.0,ssa,,,,M
9749,Blaine,Luetkemeyer,R,M,house,115,1952.0,ssa,,,,M
9750,Ben,Luján,D,M,house,115,1972.0,ssa,,,,M
9751,Michelle,Lujan Grisham,D,F,house,115,1959.0,ssa,,,,F
9752,Stephen,Lynch,D,M,house,115,1955.0,ssa,,,,M
9753,Tom,MacArthur,R,M,house,115,1960.0,ssa,,,,M
9754,Carolyn,Maloney,D,F,house,115,1946.0,ssa,,,,F
9755,Sean,Maloney,D,M,house,115,1966.0,ssa,,,,M
9756,Kenny,Marchant,R,M,house,115,1951.0,ssa,,,,M
9757,Tom,Marino,R,M,house,115,1952.0,ssa,,,,M
9758,Roger,Marshall,R,M,house,115,1960.0,ssa,,,,M
9759,Thomas,Massie,R,M,house,115,1971.0,ssa,,,,M
9760,Brian,Mast,R,M,house,115,1980.0,ssa,,,,M
9761,Doris,Matsui,D,F,house,115,1944.0,ssa,,,,F
9762,Kevin,McCarthy,R,M,house,115,1965.0,ssa,,,,M
9763,Michael,McCaul,R,M,house,115,1962.0,ssa,,,,M
9764,Tom,McClintock,R,M,house,115,1956.0,ssa,,,,M
9765,Betty,McCollum,D,F,house,115,1954.0,ssa,,,,F
9766,A.,McEachin,D,M,house,115,1961.0,ssa,,,,M
9767,Jim,McGovern,D,M,house,115,1959.0,ssa,,,,M
9768,Patrick,McHenry,R,M,house,115,1975.0,ssa,,,,M
9769,David,McKinley,R,M,house,115,1947.0,ssa,,,,M
9770,Cathy,McMorris Rodgers,R,F,house,115,1969.0,ssa,,,,F
9771,Jerry,McNerney,D,M,house,115,1951.0,ssa,,,,M
9772,Martha,McSally,R,F,house,115,1966.0,ssa,,,,F
9773,Mark,Meadows,R,M,house,115,1959.0,ssa,,,,M
9774,Pat,Meehan,R,M,house,115,1955.0,ssa,,,,M
9775,Gregory,Meeks,D,M,house,115,1953.0,ssa,,,,M
9776,Grace,Meng,D,F,house,115,1975.0,ssa,,,,F
9777,Luke,Messer,R,M,house,115,1969.0,ssa,,,,M
9778,Paul,Mitchell,R,M,house,115,1961.0,ssa,,,,M
9779,John,Moolenaar,R,M,house,115,1961.0,ssa,,,,M
9780,Alex,Mooney,R,M,house,115,1971.0,ssa,,,,M
9781,Gwen,Moore,D,F,house,115,1951.0,ssa,,,,F
9782,Joe,Morelle,D,M,house,115,1957.0,ssa,,,,M
9783,Seth,Moulton,D,M,house,115,1978.0,ssa,,,,M
9784,Markwayne,Mullin,R,M,house,115,1977.0,ssa,,,,M
9785,Mick,Mulvaney,R,M,house,115,1967.0,ssa,,,,M
9786,Stephanie,Murphy,D,F,house,115,1978.0,ssa,,,,F
9787,Tim,Murphy,R,M,house,115,1952.0,ssa,,,,M
9788,Jerrold,Nadler,D,M,house,115,1947.0,ssa,,,,M
9789,Grace,Napolitano,D,F,house,115,1936.0,ssa,,,,F
9790,Richard,Neal,D,M,house,115,1949.0,ssa,,,,M
9791,Dan,Newhouse,R,M,house,115,1955.0,ssa,,,,M
9792,Kristi,Noem,R,F,house,115,1971.0,ssa,,,,F
9793,Rick,Nolan,D,M,house,115,1943.0,ssa,,,,M
9794,Donald,Norcross,D,M,house,115,1958.0,ssa,,,,M
9795,Ralph,Norman,R,M,house,115,1953.0,ssa,,,,M
9796,Eleanor,Norton,D,F,house,115,1937.0,ssa,,,,F
9797,Devin,Nunes,R,M,house,115,1973.0,ssa,,,,M
9798,Tom,O'Halleran,D,M,house,115,1946.0,ssa,,,,M
9799,Beto,O'Rourke,D,M,house,115,1972.0,ssa,,,,M
9800,Pete,Olson,R,M,house,115,1962.0,ssa,,,,M
9801,Steven,Palazzo,R,M,house,115,1970.0,ssa,,,,M
9802,Frank,Pallone,D,M,house,115,1951.0,ssa,,,,M
9803,Gary,Palmer,R,M,house,115,1954.0,ssa,,,,M
9804,Jimmy,Panetta,D,M,house,115,1969.0,ssa,,,,M
9805,Bill,Pascrell,D,M,house,115,1937.0,ssa,,,,M
9806,Erik,Paulsen,R,M,house,115,1965.0,ssa,,,,M
9807,Donald,Payne,D,M,house,115,1958.0,ssa,,,,M
9808,Steve,Pearce,R,M,house,115,1947.0,ssa,,,,M
9809,Nancy,Pelosi,D,F,house,115,1940.0,ssa,,,,F
9810,Ed,Perlmutter,D,M,house,115,1953.0,ssa,,,,M
9811,Scott,Perry,R,M,house,115,1962.0,ssa,,,,M
9812,Scott,Peters,D,M,house,115,1958.0,ssa,,,,M
9813,Collin,Peterson,D,M,house,115,1944.0,ssa,,,,M
9814,Chellie,Pingree,D,F,house,115,1955.0,ssa,,,,F
9815,Robert,Pittenger,R,M,house,115,1948.0,ssa,,,,M
9816,Stacey,Plaskett,D,F,house,115,1966.0,ssa,,,,F
9817,Mark,Pocan,D,M,house,115,1964.0,ssa,,,,M
9818,Ted,Poe,R,M,house,115,1948.0,ssa,,,,M
9819,Bruce,Poliquin,R,M,house,115,1953.0,ssa,,,,M
9820,Jared,Polis,D,M,house,115,1975.0,ssa,,,,M
9821,Mike,Pompeo,R,M,house,115,1963.0,ssa,,,,M
9822,Bill,Posey,R,M,house,115,1947.0,ssa,,,,M
9823,David,Price,D,M,house,115,1940.0,ssa,,,,M
9824,Tom,Price,R,M,house,115,1954.0,ssa,,,,M
9825,Mike,Quigley,D,M,house,115,1958.0,ssa,,,,M
9826,Amata,Radewagen,R,F,house,115,1947.0,ssa,,,,F
9827,Jamie,Raskin,D,M,house,115,1962.0,ssa,,,,M
9828,John,Ratcliffe,R,M,house,115,1965.0,ssa,,,,M
9829,Tom,Reed,R,M,house,115,1971.0,ssa,,,,M
9830,Dave,Reichert,R,M,house,115,1950.0,ssa,,,,M
9831,Jim,Renacci,R,M,house,115,1958.0,ssa,,,,M
9832,Kathleen,Rice,D,F,house,115,1965.0,ssa,,,,F
9833,Tom,Rice,R,M,house,115,1957.0,ssa,,,,M
9834,Cedric,Richmond,D,M,house,115,1973.0,ssa,,,,M
9835,Martha,Roby,R,F,house,115,1976.0,ssa,,,,F
9836,Phil,Roe,R,M,house,115,1945.0,ssa,,,,M
9837,Mike,Rogers,R,M,house,115,1958.0,ssa,,,,M
9838,Harold,Rogers,R,M,house,115,1937.0,ssa,,,,M
9839,Dana,Rohrabacher,R,M,house,115,1947.0,ssa,,,,M
9840,Todd,Rokita,R,M,house,115,1970.0,ssa,,,,M
9841,Francis,Rooney,R,M,house,115,1953.0,ssa,,,,M
9842,Tom,Rooney,R,M,house,115,1970.0,ssa,,,,M
9843,Ileana,Ros-Lehtinen,R,F,house,115,1952.0,ssa,,,,F
9844,Jacky,Rosen,D,F,house,115,1957.0,ssa,,,,F
9845,Peter,Roskam,R,M,house,115,1961.0,ssa,,,,M
9846,Dennis,Ross,R,M,house,115,1959.0,ssa,,,,M
9847,Keith,Rothfus,R,M,house,115,1962.0,ssa,,,,M
9848,David,Rouzer,R,M,house,115,1972.0,ssa,,,,M
9849,Lucille,Roybal-Allard,D,F,house,115,1941.0,ssa,,,,F
9850,Edward,Royce,R,M,house,115,1951.0,ssa,,,,M
9851,Raul,Ruiz,D,M,house,115,1972.0,ssa,,,,M
9852,C.A. Dutch,Ruppersberger,D,M,house,115,1946.0,ssa,,,,M
9853,Bobby,Rush,D,M,house,115,1946.0,ssa,,,,M
9854,Steve,Russell,R,M,house,115,1963.0,ssa,,,,M
9855,John,Rutherford,R,M,house,115,1952.0,ssa,,,,M
9856,Paul,Ryan,R,M,house,115,1970.0,ssa,,,,M
9857,Tim,Ryan,D,M,house,115,1973.0,ssa,,,,M
9858,Gregorio,Sablan,D,M,house,115,1955.0,ssa,,,,M
9859,Linda,Sánchez,D,F,house,115,1969.0,ssa,,,,F
9860,Mark,Sanford,R,M,house,115,1960.0,ssa,,,,M
9861,John,Sarbanes,D,M,house,115,1962.0,ssa,,,,M
9862,Steve,Scalise,R,M,house,115,1965.0,ssa,,,,M
9863,Mary,Scanlon,D,F,house,115,1959.0,ssa,,,,F
9864,Jan,Schakowsky,D,F,house,115,1944.0,ssa,,,,F
9865,Adam,Schiff,D,M,house,115,1960.0,ssa,,,,M
9866,Brad,Schneider,D,M,house,115,1961.0,ssa,,,,M
9867,Kurt,Schrader,D,M,house,115,1951.0,ssa,,,,M
9868,David,Schweikert,R,M,house,115,1962.0,ssa,,,,M
9869,Robert,Scott,D,M,house,115,1947.0,ssa,,,,M
9870,David,Scott,D,M,house,115,1945.0,ssa,,,,M
9871,Austin,Scott,R,M,house,115,1969.0,ssa,,,,M
9872,F.,Sensenbrenner,R,M,house,115,1943.0,ssa,,,,M
