,full_name,party,congress_number,chamber,DOB,first_name,method,proportion_male,proportion_female,final_gender,gender,year
5665,"BOOZMAN, John",R,108,house,1950.0,John,ssa,,,M,M,2003
5666,"BORDALLO, Madeleine",D,108,house,1933.0,Madeleine,ssa,,,F,F,2003
5667,"BOSWELL, Leonard",D,108,house,1934.0,Leonard,ssa,,,M,M,2003
5668,"BOUCHER, Rick",D,108,house,1946.0,Rick,ssa,,,M,M,2003
5669,"BOYD, Allen",D,108,house,1945.0,Allen,ssa,,,M,M,2003
5670,"BRADLEY, Jeb",R,108,house,1952.0,Jeb,ssa,,,M,M,2003
5671,"BRADY, Kevin",R,108,house,1955.0,Kevin,ssa,,,M,M,2003
5672,"BRADY, Robert",D,108,house,1945.0,Robert,ssa,,,M,M,2003
5673,"BROWN, Corrine",D,108,house,1946.0,Corrine,ssa,,,F,F,2003
5674,"BROWN, Sherrod",D,108,house,1952.0,Sherrod,ssa,,,M,M,2003
5675,"BROWN, Henry",R,108,house,1935.0,Henry,ssa,,,M,M,2003
5676,"BROWN-WAITE, Ginny",R,108,house,1943.0,Ginny,ssa,,,F,F,2003
5677,"BURGESS, Michael",R,108,house,1950.0,Michael,ssa,,,M,M,2003
5678,"BURNS, Max",R,108,house,1948.0,Max,ssa,,,M,M,2003
5679,"BURR, Richard",R,108,house,1955.0,Richard,ssa,,,M,M,2003
5680,"BURTON, Dan",R,108,house,1938.0,Dan,ssa,,,M,M,2003
5681,"BUTTERFIELD, G.",D,108,house,1947.0,G.,ssa,,,M,M,2003
5682,"BUYER, Steve",R,108,house,1958.0,Steve,ssa,,,M,M,2003
5683,"CALVERT, Ken",R,108,house,1953.0,Ken,ssa,,,M,M,2003
5684,"CAMP, Dave",R,108,house,1953.0,Dave,ssa,,,M,M,2003
5685,"CANNON, Christopher",R,108,house,1950.0,Christopher,ssa,,,M,M,2003
5686,"CANTOR, Eric",R,108,house,1963.0,Eric,ssa,,,M,M,2003
5687,"CAPITO, Shelley",R,108,house,1953.0,Shelley,ssa,,,F,F,2003
5688,"CAPPS, Lois",D,108,house,1938.0,Lois,ssa,,,F,F,2003
5689,"CAPUANO, Michael",D,108,house,1952.0,Michael,ssa,,,M,M,2003
5690,"CARDIN, Benjamin",D,108,house,1943.0,Benjamin,ssa,,,M,M,2003
5691,"CARDOZA, Dennis",D,108,house,1959.0,Dennis,ssa,,,M,M,2003
5692,"CARSON, Julia",D,108,house,1938.0,Julia,ssa,,,F,F,2003
5693,"CARSON, Brad",D,108,house,1967.0,Brad,ssa,,,M,M,2003
5694,"CARTER, John",R,108,house,1941.0,John,ssa,,,M,M,2003
5695,"CASE, Ed",D,108,house,1952.0,Ed,ssa,,,M,M,2003
5696,"CASTLE, Michael",R,108,house,1939.0,Michael,ssa,,,M,M,2003
5697,"CHABOT, Steven",R,108,house,1953.0,Steven,ssa,,,M,M,2003
5698,"CHANDLER, Ben",D,108,house,1959.0,Ben,ssa,,,M,M,2003
5699,"CHOCOLA, Chris",R,108,house,1962.0,Chris,ssa,,,M,M,2003
5700,"CHRISTENSEN, Donna",D,108,house,1945.0,Donna,ssa,,,F,F,2003
5701,"CLAY, William",D,108,house,1956.0,William,ssa,,,M,M,2003
5702,"CLYBURN, James",D,108,house,1940.0,James,ssa,,,M,M,2003
5703,"COBLE, Howard",R,108,house,1931.0,Howard,ssa,,,M,M,2003
5704,"COLE, Tom",R,108,house,1949.0,Tom,ssa,,,M,M,2003
5705,"COLLINS, Michael",R,108,house,1944.0,Michael,ssa,,,M,M,2003
5706,"COMBEST, Larry",R,108,house,1945.0,Larry,ssa,,,M,M,2003
5707,"CONYERS, John",D,108,house,1929.0,John,ipums,,,M,M,2003
5708,"COOPER, Jim",D,108,house,1954.0,Jim,ssa,,,M,M,2003
5709,"COSTELLO, Jerry",D,108,house,1949.0,Jerry,ssa,,,M,M,2003
5710,"COX, Christopher",R,108,house,1952.0,Christopher,ssa,,,M,M,2003
5711,"CRAMER, Robert",D,108,house,1947.0,Robert,ssa,,,M,M,2003
5712,"CRANE, Philip",R,108,house,1930.0,Philip,ssa,,,M,M,2003
5713,"CRENSHAW, Ander",R,108,house,1944.0,Ander,ssa,,,M,M,2003
5714,"CROWLEY, Joseph",D,108,house,1962.0,Joseph,ssa,,,M,M,2003
5715,"CUBIN, Barbara",R,108,house,1946.0,Barbara,ssa,,,F,F,2003
5716,"CULBERSON, John",R,108,house,1956.0,John,ssa,,,M,M,2003
5717,"CUMMINGS, Elijah",D,108,house,1951.0,Elijah,ssa,,,M,M,2003
5718,"CUNNINGHAM, Randy",R,108,house,1941.0,Randy,ssa,,,M,M,2003
5719,"DAVIS, Danny",D,108,house,1941.0,Danny,ssa,,,M,M,2003
5720,"DAVIS, James",D,108,house,1957.0,James,ssa,,,M,M,2003
5721,"DAVIS, Thomas",R,108,house,1949.0,Thomas,ssa,,,M,M,2003
5722,"DAVIS, Jo Ann",R,108,house,1950.0,Jo Ann,ssa,,,F,F,2003
5723,"DAVIS, Susan",D,108,house,1944.0,Susan,ssa,,,F,F,2003
5724,"DAVIS, Lincoln",D,108,house,1943.0,Lincoln,ssa,,,M,M,2003
5725,"DAVIS, Artur",D,108,house,1967.0,Artur,ssa,,,M,M,2003
5726,"DEAL, Nathan",R,108,house,1942.0,Nathan,ssa,,,M,M,2003
5727,"DEFAZIO, Peter",D,108,house,1947.0,Peter,ssa,,,M,M,2003
5728,"DEGETTE, Diana",D,108,house,1957.0,Diana,ssa,,,F,F,2003
5729,"DELAHUNT, Bill",D,108,house,1941.0,Bill,ssa,,,M,M,2003
5730,"DELAURO, Rosa",D,108,house,1943.0,Rosa,ssa,,,F,F,2003
5731,"DELAY, Thomas",R,108,house,1947.0,Thomas,ssa,,,M,M,2003
5732,"DEMINT, Jim",R,108,house,1951.0,Jim,ssa,,,M,M,2003
5733,"DEUTSCH, Peter",D,108,house,1957.0,Peter,ssa,,,M,M,2003
5734,"DIAZ-BALART, Lincoln",R,108,house,1954.0,Lincoln,ssa,,,M,M,2003
5735,"DIAZ-BALART, Mario",R,108,house,1961.0,Mario,ssa,,,M,M,2003
5736,"DICKS, Norman",D,108,house,1940.0,Norman,ssa,,,M,M,2003
5737,"DINGELL, John",D,108,house,1926.0,John,ipums,,,M,M,2003
5738,"DOGGETT, Lloyd",D,108,house,1946.0,Lloyd,ssa,,,M,M,2003
5739,"DOOLEY, Calvin",D,108,house,1954.0,Calvin,ssa,,,M,M,2003
5740,"DOOLITTLE, John",R,108,house,1950.0,John,ssa,,,M,M,2003
5741,"DOYLE, Mike",D,108,house,1953.0,Mike,ssa,,,M,M,2003
5742,"DREIER, David",R,108,house,1952.0,David,ssa,,,M,M,2003
5743,"DUNCAN, John",R,108,house,1947.0,John,ssa,,,M,M,2003
5744,"DUNN, Jennifer",R,108,house,1941.0,Jennifer,ssa,,,F,F,2003
5745,"EDWARDS, Chet",D,108,house,1951.0,Chet,ssa,,,M,M,2003
5746,"EHLERS, Vernon",R,108,house,1934.0,Vernon,ssa,,,M,M,2003
5747,"EMANUEL, Rahm",D,108,house,1959.0,Rahm,ssa,,,M,M,2003
5748,"EMERSON, Jo Ann",R,108,house,1950.0,Jo Ann,ssa,,,F,F,2003
5749,"ENGEL, Eliot",D,108,house,1947.0,Eliot,ssa,,,M,M,2003
5750,"ENGLISH, Phil",R,108,house,1956.0,Phil,ssa,,,M,M,2003
5751,"ESHOO, Anna",D,108,house,1942.0,Anna,ssa,,,F,F,2003
5752,"ETHERIDGE, Bob",D,108,house,1941.0,Bob,ssa,,,M,M,2003
5753,"EVANS, Lane",D,108,house,1951.0,Lane,ssa,,,M,M,2003
5754,"EVERETT, Terry",R,108,house,1937.0,Terry,ssa,,,M,M,2003
5755,"FALEOMAVAEGA, Eni",D,108,house,1943.0,Eni,ssa,,,M,M,2003
5756,"FARR, Sam",D,108,house,1941.0,Sam,ssa,,,M,M,2003
5757,"FATTAH, Chaka",D,108,house,1956.0,Chaka,ssa,,,M,M,2003
5758,"FEENEY, Tom",R,108,house,1958.0,Tom,ssa,,,M,M,2003
5759,"FERGUSON, Michael",R,108,house,1970.0,Michael,ssa,,,M,M,2003
5760,"FILNER, Bob",D,108,house,1942.0,Bob,ssa,,,M,M,2003
5761,"FLAKE, Jeff",R,108,house,1962.0,Jeff,ssa,,,M,M,2003
5762,"FLETCHER, Ernest",R,108,house,1952.0,Ernest,ssa,,,M,M,2003
5763,"FOLEY, Mark",R,108,house,1954.0,Mark,ssa,,,M,M,2003
5764,"FORBES, J.",R,108,house,1952.0,J.,ssa,,,M,M,2003
5765,"FORD, Harold",D,108,house,1970.0,Harold,ssa,,,M,M,2003
5766,"FOSSELLA, Vito",R,108,house,1965.0,Vito,ssa,,,M,M,2003
5767,"FRANK, Barney",D,108,house,1940.0,Barney,ssa,,,M,M,2003
5768,"FRANKS, Trent",R,108,house,1957.0,Trent,ssa,,,M,M,2003
5769,"FRELINGHUYSEN, Rodney",R,108,house,1946.0,Rodney,ssa,,,M,M,2003
5770,"FROST, Martin",D,108,house,1942.0,Martin,ssa,,,M,M,2003
5771,"GALLEGLY, Elton",R,108,house,1944.0,Elton,ssa,,,M,M,2003
5772,"GARRETT, Scott",R,108,house,1959.0,Scott,ssa,,,M,M,2003
5773,"GEPHARDT, Richard",D,108,house,1941.0,Richard,ssa,,,M,M,2003
5774,"GERLACH, Jim",R,108,house,1955.0,Jim,ssa,,,M,M,2003
5775,"GIBBONS, James",R,108,house,1944.0,James,ssa,,,M,M,2003
5776,"GILCHREST, Wayne",R,108,house,1946.0,Wayne,ssa,,,M,M,2003
5777,"GILLMOR, Paul",R,108,house,1939.0,Paul,ssa,,,M,M,2003
5778,"GINGREY, Phil",R,108,house,1942.0,Phil,ssa,,,M,M,2003
5779,"GONZALEZ, Charlie",D,108,house,1945.0,Charlie,ssa,,,M,M,2003
5780,"GOODE, Virgil",R,108,house,1946.0,Virgil,ssa,,,M,M,2003
5781,"GOODLATTE, Robert",R,108,house,1952.0,Robert,ssa,,,M,M,2003
5782,"GORDON, Bart",D,108,house,1949.0,Bart,ssa,,,M,M,2003
5783,"GOSS, Porter",R,108,house,1938.0,Porter,ssa,,,M,M,2003
5784,"GRANGER, Kay",R,108,house,1943.0,Kay,ssa,,,F,F,2003
5785,"GRAVES, Sam",R,108,house,1963.0,Sam,ssa,,,M,M,2003
5786,"GREEN, Mark",R,108,house,1960.0,Mark,ssa,,,M,M,2003
5787,"GREEN, Gene",D,108,house,1947.0,Gene,ssa,,,M,M,2003
5788,"GREENWOOD, James",R,108,house,1951.0,James,ssa,,,M,M,2003
5789,"GRIJALVA, Raúl",D,108,house,1948.0,Raúl,ssa,,,M,M,2003
5790,"GUTIÉRREZ, Luis",D,108,house,1953.0,Luis,ssa,,,M,M,2003
5791,"GUTKNECHT, Gilbert",R,108,house,1951.0,Gilbert,ssa,,,M,M,2003
5792,"HALL, Ralph",D,108,house,1923.0,Ralph,ipums,,,M,M,2003
5794,"HARMAN, Jane",D,108,house,1945.0,Jane,ssa,,,F,F,2003
5795,"HARRIS, Katherine",R,108,house,1957.0,Katherine,ssa,,,F,F,2003
5796,"HART, Melissa",R,108,house,1962.0,Melissa,ssa,,,F,F,2003
5797,"HASTERT, J. Dennis",R,108,house,1942.0,J. Dennis,ssa,,,M,M,2003
5798,"HASTINGS, Alcee",D,108,house,1936.0,Alcee,ssa,,,M,M,2003
5799,"HASTINGS, Doc",R,108,house,1941.0,Doc,ssa,,,M,M,2003
5800,"HAYES, Robin",R,108,house,1945.0,Robin,ssa,,,M,M,2003
5801,"HAYWORTH, John",R,108,house,1958.0,John,ssa,,,M,M,2003
5802,"HEFLEY, Joel",R,108,house,1935.0,Joel,ssa,,,M,M,2003
5803,"HENSARLING, Jeb",R,108,house,1957.0,Jeb,ssa,,,M,M,2003
5804,"HERGER, Wally",R,108,house,1945.0,Wally,ssa,,,M,M,2003
5805,"HERSETH SANDLIN, Stephanie",D,108,house,1970.0,Stephanie,ssa,,,F,F,2003
5806,"HILL, Baron",D,108,house,1953.0,Baron,ssa,,,M,M,2003
5807,"HINCHEY, Maurice",D,108,house,1938.0,Maurice,ssa,,,M,M,2003
5808,"HINOJOSA, Rubén",D,108,house,1940.0,Rubén,ssa,,,M,M,2003
5809,"HOBSON, David",R,108,house,1936.0,David,ssa,,,M,M,2003
5810,"HOEFFEL, Joseph",D,108,house,1950.0,Joseph,ssa,,,M,M,2003
5811,"HOEKSTRA, Peter",R,108,house,1953.0,Peter,ssa,,,M,M,2003
5812,"HOLDEN, Tim",D,108,house,1957.0,Tim,ssa,,,M,M,2003
5813,"HOLT, Rush",D,108,house,1948.0,Rush,ssa,,,M,M,2003
5814,"HONDA, Michael",D,108,house,1941.0,Michael,ssa,,,M,M,2003
5815,"HOOLEY, Darlene",D,108,house,1939.0,Darlene,ssa,,,F,F,2003
5816,"HOSTETTLER, John",R,108,house,1961.0,John,ssa,,,M,M,2003
5817,"HOUGHTON, Amory",R,108,house,1926.0,Amory,ipums,,,M,M,2003
5818,"HOYER, Steny",D,108,house,1939.0,Steny,ssa,,,M,M,2003
5819,"HULSHOF, Kenny",R,108,house,1958.0,Kenny,ssa,,,M,M,2003
5820,"HUNTER, Duncan",R,108,house,1948.0,Duncan,ssa,,,M,M,2003
5821,"HYDE, Henry",R,108,house,1924.0,Henry,ipums,,,M,M,2003
5822,"INSLEE, Jay",D,108,house,1951.0,Jay,ssa,,,M,M,2003
5823,"ISAKSON, Johnny",R,108,house,1944.0,Johnny,ssa,,,M,M,2003
5824,"ISRAEL, Steve",D,108,house,1958.0,Steve,ssa,,,M,M,2003
5825,"ISSA, Darrell",R,108,house,1953.0,Darrell,ssa,,,M,M,2003
5826,"ISTOOK, Ernest",R,108,house,1950.0,Ernest,ssa,,,M,M,2003
5827,"JACKSON, Jesse",D,108,house,1965.0,Jesse,ssa,,,M,M,2003
5828,"JACKSON LEE, Sheila",D,108,house,1950.0,Sheila,ssa,,,F,F,2003
5829,"JANKLOW, William",R,108,house,1939.0,William,ssa,,,M,M,2003
5830,"JEFFERSON, William",D,108,house,1947.0,William,ssa,,,M,M,2003
5831,"JENKINS, William",R,108,house,1936.0,William,ssa,,,M,M,2003
5832,"JOHN, Christopher",D,108,house,1960.0,Christopher,ssa,,,M,M,2003
5833,"JOHNSON, Eddie",D,108,house,1935.0,Eddie,ssa,,,F,F,2003
5834,"JOHNSON, Nancy",R,108,house,1935.0,Nancy,ssa,,,F,F,2003
5835,"JOHNSON, Sam",R,108,house,1930.0,Sam,ssa,,,M,M,2003
5836,"JOHNSON, Timothy",R,108,house,1946.0,Timothy,ssa,,,M,M,2003
5837,"JONES, Walter",R,108,house,1943.0,Walter,ssa,,,M,M,2003
5838,"JONES, Stephanie",D,108,house,1949.0,Stephanie,ssa,,,F,F,2003
5839,"KANJORSKI, Paul",D,108,house,1937.0,Paul,ssa,,,M,M,2003
5840,"KAPTUR, Marcy",D,108,house,1946.0,Marcy,ssa,,,F,F,2003
5841,"KELLER, Ric",R,108,house,1964.0,Ric,ssa,,,M,M,2003
5842,"KELLY, Sue",R,108,house,1936.0,Sue,ssa,,,F,F,2003
5843,"KENNEDY, Patrick",D,108,house,1967.0,Patrick,ssa,,,M,M,2003
5844,"KENNEDY, Mark",R,108,house,1957.0,Mark,ssa,,,M,M,2003
5845,"KILDEE, Dale",D,108,house,1929.0,Dale,ipums,,,M,M,2003
5846,"KILPATRICK, Carolyn",D,108,house,1945.0,Carolyn,ssa,,,F,F,2003
5847,"KIND, Ron",D,108,house,1963.0,Ron,ssa,,,M,M,2003
5848,"KING, Steve",R,108,house,1949.0,Steve,ssa,,,M,M,2003
5849,"KING, Peter",R,108,house,1944.0,Peter,ssa,,,M,M,2003
5850,"KINGSTON, Jack",R,108,house,1955.0,Jack,ssa,,,M,M,2003
5851,"KIRK, Mark",R,108,house,1959.0,Mark,ssa,,,M,M,2003
5852,"KLECZKA, Gerald",D,108,house,1943.0,Gerald,ssa,,,M,M,2003
5853,"KLINE, John",R,108,house,1947.0,John,ssa,,,M,M,2003
5854,"KNOLLENBERG, Joseph",R,108,house,1933.0,Joseph,ssa,,,M,M,2003
5855,"KOLBE, James",R,108,house,1942.0,James,ssa,,,M,M,2003
5856,"KUCINICH, Dennis",D,108,house,1946.0,Dennis,ssa,,,M,M,2003
5857,"LAHOOD, Ray",R,108,house,1945.0,Ray,ssa,,,M,M,2003
5858,"LAMPSON, Nicholas",D,108,house,1945.0,Nicholas,ssa,,,M,M,2003
5859,"LANGEVIN, Jim",D,108,house,1964.0,Jim,ssa,,,M,M,2003
5860,"LANTOS, Tom",D,108,house,1928.0,Tom,ipums,,,M,M,2003
5861,"LARSEN, Rick",D,108,house,1965.0,Rick,ssa,,,M,M,2003
5862,"LARSON, John",D,108,house,1948.0,John,ssa,,,M,M,2003
5863,"LATHAM, Tom",R,108,house,1948.0,Tom,ssa,,,M,M,2003
5864,"LATOURETTE, Steven",R,108,house,1954.0,Steven,ssa,,,M,M,2003
5865,"LEACH, James",R,108,house,1942.0,James,ssa,,,M,M,2003
5866,"LEE, Barbara",D,108,house,1946.0,Barbara,ssa,,,F,F,2003
5867,"LEVIN, Sander",D,108,house,1931.0,Sander,ssa,,,M,M,2003
5868,"LEWIS, Jerry",R,108,house,1934.0,Jerry,ssa,,,M,M,2003
5869,"LEWIS, John",D,108,house,1940.0,John,ssa,,,M,M,2003
5870,"LEWIS, Ron",R,108,house,1946.0,Ron,ssa,,,M,M,2003
5871,"LINDER, John",R,108,house,1942.0,John,ssa,,,M,M,2003
5872,"LIPINSKI, William",D,108,house,1937.0,William,ssa,,,M,M,2003
5873,"LOBIONDO, Frank",R,108,house,1946.0,Frank,ssa,,,M,M,2003
5874,"LOFGREN, Zoe",D,108,house,1947.0,Zoe,ssa,,,F,F,2003
5875,"LOWEY, Nita",D,108,house,1937.0,Nita,ssa,,,F,F,2003
5876,"LUCAS, Kenneth",D,108,house,1933.0,Kenneth,ssa,,,M,M,2003
5877,"LUCAS, Frank",R,108,house,1960.0,Frank,ssa,,,M,M,2003
5878,"LYNCH, Stephen",D,108,house,1955.0,Stephen,ssa,,,M,M,2003
5879,"MAJETTE, Denise",D,108,house,1955.0,Denise,ssa,,,F,F,2003
5880,"MALONEY, Carolyn",D,108,house,1946.0,Carolyn,ssa,,,F,F,2003
5881,"MANZULLO, Donald",R,108,house,1944.0,Donald,ssa,,,M,M,2003
5882,"MARKEY, Edward",D,108,house,1946.0,Edward,ssa,,,M,M,2003
5883,"MARSHALL, Jim",D,108,house,1948.0,Jim,ssa,,,M,M,2003
5884,"MATHESON, Jim",D,108,house,1960.0,Jim,ssa,,,M,M,2003
5885,"MATSUI, Robert",D,108,house,1941.0,Robert,ssa,,,M,M,2003
5886,"MCCARTHY, Karen",D,108,house,1947.0,Karen,ssa,,,F,F,2003
5887,"MCCARTHY, Carolyn",D,108,house,1944.0,Carolyn,ssa,,,F,F,2003
5888,"MCCOLLUM, Betty",D,108,house,1954.0,Betty,ssa,,,F,F,2003
5889,"MCCOTTER, Thaddeus",R,108,house,1965.0,Thaddeus,ssa,,,M,M,2003
5890,"MCCRERY, Jim",R,108,house,1949.0,Jim,ssa,,,M,M,2003
5891,"MCDERMOTT, Jim",D,108,house,1936.0,Jim,ssa,,,M,M,2003
5892,"MCGOVERN, Jim",D,108,house,1959.0,Jim,ssa,,,M,M,2003
5893,"MCHUGH, John",R,108,house,1948.0,John,ssa,,,M,M,2003
5894,"MCINNIS, Scott",R,108,house,1953.0,Scott,ssa,,,M,M,2003
5895,"MCINTYRE, Mike",D,108,house,1956.0,Mike,ssa,,,M,M,2003
5896,"MCKEON, Howard",R,108,house,1938.0,Howard,ssa,,,M,M,2003
5897,"MCNULTY, Michael",D,108,house,1947.0,Michael,ssa,,,M,M,2003
5898,"MEEHAN, Martin",D,108,house,1956.0,Martin,ssa,,,M,M,2003
5899,"MEEK, Kendrick",D,108,house,1966.0,Kendrick,ssa,,,M,M,2003
5900,"MEEKS, Gregory",D,108,house,1953.0,Gregory,ssa,,,M,M,2003
5901,"MENENDEZ, Robert",D,108,house,1954.0,Robert,ssa,,,M,M,2003
5902,"MICA, John",R,108,house,1943.0,John,ssa,,,M,M,2003
5903,"MICHAUD, Michael",D,108,house,1955.0,Michael,ssa,,,M,M,2003
5904,"MILLENDER-MCDONALD, Juanita",D,108,house,1938.0,Juanita,ssa,,,F,F,2003
5905,"MILLER, Gary",R,108,house,1948.0,Gary,ssa,,,M,M,2003
5906,"MILLER, George",D,108,house,1945.0,George,ssa,,,M,M,2003
5907,"MILLER, Candice",R,108,house,1954.0,Candice,ssa,,,F,F,2003
5908,"MILLER, Jeff",R,108,house,1959.0,Jeff,ssa,,,M,M,2003
5909,"MILLER, Brad",D,108,house,1953.0,Brad,ssa,,,M,M,2003
5910,"MOLLOHAN, Alan",D,108,house,1943.0,Alan,ssa,,,M,M,2003
5911,"MOORE, Dennis",D,108,house,1945.0,Dennis,ssa,,,M,M,2003
5912,"MORAN, James",D,108,house,1945.0,James,ssa,,,M,M,2003
5913,"MORAN, Jerry",R,108,house,1954.0,Jerry,ssa,,,M,M,2003
5914,"MURPHY, Tim",R,108,house,1952.0,Tim,ssa,,,M,M,2003
5915,"MURTHA, John",D,108,house,1932.0,John,ssa,,,M,M,2003
5916,"MUSGRAVE, Marilyn",R,108,house,1949.0,Marilyn,ssa,,,F,F,2003
5917,"MYRICK, Sue",R,108,house,1941.0,Sue,ssa,,,F,F,2003
5918,"NADLER, Jerrold",D,108,house,1947.0,Jerrold,ssa,,,M,M,2003
5919,"NAPOLITANO, Grace",D,108,house,1936.0,Grace,ssa,,,F,F,2003
5920,"NEAL, Richard",D,108,house,1949.0,Richard,ssa,,,M,M,2003
5921,"NETHERCUTT, George",R,108,house,1944.0,George,ssa,,,M,M,2003
5922,"NEUGEBAUER, Randy",R,108,house,1949.0,Randy,ssa,,,M,M,2003
5923,"NEY, Robert",R,108,house,1954.0,Robert,ssa,,,M,M,2003
5924,"NORTHUP, Anne",R,108,house,1948.0,Anne,ssa,,,F,F,2003
5925,"NORTON, Eleanor",D,108,house,1937.0,Eleanor,ssa,,,F,F,2003
5926,"NORWOOD, Charles",R,108,house,1941.0,Charles,ssa,,,M,M,2003
5927,"NUNES, Devin",R,108,house,1973.0,Devin,ssa,,,M,M,2003
5928,"NUSSLE, James",R,108,house,1960.0,James,ssa,,,M,M,2003
5929,"OBERSTAR, James",D,108,house,1934.0,James,ssa,,,M,M,2003
5930,"OBEY, David",D,108,house,1938.0,David,ssa,,,M,M,2003
5931,"OLVER, John",D,108,house,1936.0,John,ssa,,,M,M,2003
5932,"ORTIZ, Solomon",D,108,house,1938.0,Solomon,ssa,,,M,M,2003
5933,"OSBORNE, Thomas",R,108,house,1937.0,Thomas,ssa,,,M,M,2003
5934,"OSE, Doug",R,108,house,1955.0,Doug,ssa,,,M,M,2003
5935,"OTTER, C.L.",R,108,house,1942.0,C.L.,ssa,,,M,M,2003
5936,"OWENS, Major",D,108,house,1936.0,Major,ssa,,,M,M,2003
5937,"OXLEY, Michael",R,108,house,1944.0,Michael,ssa,,,M,M,2003
5938,"PALLONE, Frank",D,108,house,1951.0,Frank,ssa,,,M,M,2003
5939,"PASCRELL, Bill",D,108,house,1937.0,Bill,ssa,,,M,M,2003
5940,"PASTOR, Ed",D,108,house,1943.0,Ed,ssa,,,M,M,2003
5941,"PAUL, Ron",R,108,house,1935.0,Ron,ssa,,,M,M,2003
5942,"PAYNE, Donald",D,108,house,1934.0,Donald,ssa,,,M,M,2003
5943,"PEARCE, Steve",R,108,house,1947.0,Steve,ssa,,,M,M,2003
5944,"PELOSI, Nancy",D,108,house,1940.0,Nancy,ssa,,,F,F,2003
5945,"PENCE, Mike",R,108,house,1959.0,Mike,ssa,,,M,M,2003
5946,"PETERSON, Collin",D,108,house,1944.0,Collin,ssa,,,M,M,2003
5947,"PETERSON, John",R,108,house,1938.0,John,ssa,,,M,M,2003
5948,"PETRI, Tom",R,108,house,1940.0,Tom,ssa,,,M,M,2003
5949,"PICKERING, Charles",R,108,house,1963.0,Charles,ssa,,,M,M,2003
5950,"PITTS, Joe",R,108,house,1939.0,Joe,ssa,,,M,M,2003
5951,"PLATTS, Todd",R,108,house,1962.0,Todd,ssa,,,M,M,2003
5952,"POMBO, Richard",R,108,house,1961.0,Richard,ssa,,,M,M,2003
5953,"POMEROY, Earl",D,108,house,1952.0,Earl,ssa,,,M,M,2003
5954,"PORTER, Jon",R,108,house,1955.0,Jon,ssa,,,M,M,2003
5955,"PORTMAN, Rob",R,108,house,1955.0,Rob,ssa,,,M,M,2003
5956,"PRICE, David",D,108,house,1940.0,David,ssa,,,M,M,2003
5957,"PRYCE, Deborah",R,108,house,1951.0,Deborah,ssa,,,F,F,2003
5958,"PUTNAM, Adam",R,108,house,1974.0,Adam,ssa,,,M,M,2003
5959,"QUINN, Jack",R,108,house,1951.0,Jack,ssa,,,M,M,2003
5960,"RADANOVICH, George",R,108,house,1955.0,George,ssa,,,M,M,2003
5961,"RAHALL, Nick",D,108,house,1949.0,Nick,ssa,,,M,M,2003
5962,"RAMSTAD, James",R,108,house,1946.0,James,ssa,,,M,M,2003
5963,"RANGEL, Charles",D,108,house,1930.0,Charles,ssa,,,M,M,2003
5964,"REGULA, Ralph",R,108,house,1924.0,Ralph,ipums,,,M,M,2003
5965,"REHBERG, Denny",R,108,house,1955.0,Denny,ssa,,,M,M,2003
5966,"RENZI, Rick",R,108,house,1958.0,Rick,ssa,,,M,M,2003
5967,"REYES, Silvestre",D,108,house,1944.0,Silvestre,ssa,,,M,M,2003
5968,"REYNOLDS, Thomas",R,108,house,1950.0,Thomas,ssa,,,M,M,2003
5969,"RODRIGUEZ, Ciro",D,108,house,1946.0,Ciro,ssa,,,M,M,2003
5970,"ROGERS, Harold",R,108,house,1937.0,Harold,ssa,,,M,M,2003
5971,"ROGERS, Mike",R,108,house,1963.0,Mike,ssa,,,M,M,2003
5973,"ROHRABACHER, Dana",R,108,house,1947.0,Dana,ssa,,,M,M,2003
5974,"ROS-LEHTINEN, Ileana",R,108,house,1952.0,Ileana,ssa,,,F,F,2003
5975,"ROSS, Mike",D,108,house,1961.0,Mike,ssa,,,M,M,2003
5976,"ROTHMAN, Steven",D,108,house,1952.0,Steven,ssa,,,M,M,2003
5977,"ROYBAL-ALLARD, Lucille",D,108,house,1941.0,Lucille,ssa,,,F,F,2003
5978,"ROYCE, Edward",R,108,house,1951.0,Edward,ssa,,,M,M,2003
5979,"RUPPERSBERGER, C.A. Dutch",D,108,house,1946.0,C.A. Dutch,ssa,,,M,M,2003
5980,"RUSH, Bobby",D,108,house,1946.0,Bobby,ssa,,,M,M,2003
5981,"RYAN, Tim",D,108,house,1973.0,Tim,ssa,,,M,M,2003
5982,"RYAN, Paul",R,108,house,1970.0,Paul,ssa,,,M,M,2003
5983,"RYUN, Jim",R,108,house,1947.0,Jim,ssa,,,M,M,2003
5984,"SABO, Martin",D,108,house,1938.0,Martin,ssa,,,M,M,2003
5985,"SÁNCHEZ, Loretta",D,108,house,1960.0,Loretta,ssa,,,F,F,2003
5986,"SÁNCHEZ, Linda",D,108,house,1969.0,Linda,ssa,,,F,F,2003
5987,"SANDERS, Bernard",O,108,house,1941.0,Bernard,ssa,,,M,M,2003
5988,"SANDLIN, Max",D,108,house,1952.0,Max,ssa,,,M,M,2003
5989,"SAXTON, H. James",R,108,house,1943.0,H. James,ssa,,,M,M,2003
5990,"SCHAKOWSKY, Jan",D,108,house,1944.0,Jan,ssa,,,F,F,2003
5991,"SCHIFF, Adam",D,108,house,1960.0,Adam,ssa,,,M,M,2003
5992,"SCHROCK, Edward",R,108,house,1941.0,Edward,ssa,,,M,M,2003
